2-faced,farced_facet_fazed_faces_face_
fierce,savage_passionate_ferocious_bold_stormy_
figurehead,cipher_puppet_nonentity_front_nothing_
filth,smut_grime_slime_garbage_putrefaction_
filthy,muddy_disheveled_obscene_grubby_crummy_
finagle,plot_cheat_contrive_trick_deceive_
finicky,choosy_squeamish_fastidious_scrupulous_fussy_
fissures,crevice_cleavage_cleft_hole_crack_
fist,paw_hand_grip_clutch_vise_
flabbergast,dumbfound_nonplus_disconcert_astound_amaze_
flabbergasted,dumbfound_nonplus_disconcert_astound_amaze_
flagging,waning_listless_fading_tired_limp_
flagrant,heinous_shameless_bold_egregious_conspicuous_
flagrantly,willingly_plainly_publicly_candidly_fully_
flair,ability_gift_taste_mastery_elegance_
flairs,ability_gift_taste_mastery_elegance_
flak,opposition_knock_swipe_abuse_hostility_
flake,leaf_plate_layer_slice_sheet_
flakey,flaky_flak_fluke_fluky_fluker_
flakieness,flakings_alikeness_flakinesses_likeness_falseness_
flaking,leaf_plate_layer_slice_sheet_
flaky,crazy_unconventional_wacky_nutty_goofy_
flare,flicker_burn_flash_explode_break out_
flares,flicker_burn_flash_explode_break out_
flareup,explosion_eruption_epidemic_outburst_blowup_
flareups,explosion_eruption_epidemic_outburst_blowup_
flat-out,all-out_full blast_head over heels_lickety-split_all the way_
flaunt,advertise_brandish_proclaim_disclose_reveal_
flaw,blemish_weakness_failing_defect_foible_
flawed,untoward_improper_awry_bad_confused_
flaws,blemish_weakness_failing_defect_foible_
flee,fly_jump_take off_depart_get_
fleed,fleet_fueled_filed_felled_feed_
fleeing,fly_jump_take off_depart_get_
fleer,mock_taunt_jeer_scoff_grimace_
flees,fly_jump_take off_depart_get_
fleeting,short-lived_ephemeral_transitory_sudden_cursory_
flicering,filtering_flowering_fleering_ulcering_fleecing_
flicker,gleam_quivering_oscillation_twinkle_flare_
flickering,lambent_meteoric_uncertain_fulgurating_
flickers,gleam_quivering_oscillation_twinkle_flare_
flighty,giddy_capricious_unstable_changeable_dizzy_
flimflam,fool_shaft_fleece_hose_scam_
flimsy,shaky_decrepit_insubstantial_tacky_rickety_
flirt,vixen_siren_wanton_tease_philanderer_
flirty,amorous_coquettish_coy_frisky_kittenish_
floored,baffle_stump_dumbfound_bewilder_level_
flounder,wallow_flop_stumble_plunge_travail_
floundering,wallow_flop_stumble_plunge_travail_
flout,spurn_repudiate_defy_scorn_disregard_
fluster,turmoil_to-do_disturbance_ruffle_flap_
foe,enemy_adversary_antagonist_rival_anti_
fool,ass_stooge_jerk_idiot_sucker_
fooled,deluded_misled_deceived_conned_bamboozled_
foolhardy,daring_irresponsible_audacious_bold_adventurous_
foolish,insane_crazy_stupid_irrational_fantastic_
foolishly,stupidly_mistakenly_unwisely_imprudently_indiscreetly_
foolishness,irrationality_silliness_craziness_lunacy_bunk_
forbid,prevent_rule out_censor_freeze_deprive_
forbidden,vetoed_banned_refused_closed_taboo_
forbidding,sinister_threatening_menacing_frightening_grim_
forceful,vigorous_energetic_convincing_vehement_persuasive_
foreboding,apprehension_premonition_dread_anxiety_prognostic_
forebodingly,fore boding_fore-boding_fore bodings_fore-bodings_
forfeit,loss_penalty_cost_relinquishment_mulct_
forged,counterfeit_spurious_supposititious_
forgetful,inattentive_distracted_careless_sloppy_unmindful_
forgetfully,frightfully_fitfully_fretful_frightful_forgettable_
forgetfulness,inattention_nirvana_abstraction_negligence_laxness_
forlorn,lonely_pathetic_depressed_oppressed_despondent_
forlornly,sadly_sorrowfully_glumly_despondently_gloomily_
forsake,relinquish_quit_spurn_renounce_repudiate_
forsaken,desolate_isolated_deserted_jilted_cast off_
forswear,renounce_repudiate_forgo_recant_forsake_
foul,putrid_vile_horrid_vicious_fetid_
foully,fully_filly_foul_full_fill_
foulness,dirtiness_coarseness_indecency_profaneness_profanity_
fractious,testy_unruly_recalcitrant_irritable_unmanageable_
fractiously,fractionally_fractional_
fracture,wound_fissure_crack_displacement_rift_
fragile,weak_delicate_feeble_frail_brittle_
fragmented,disintegrate_splinter_rive_smash_divide_
frail,slim_fragile_slender_sickly_decrepit_
frantic,frenzied_delirious_angry_mad_hectic_
frantically,desperately_excitedly_madly_wildly_berserk_
franticly,desperately_excitedly_madly_wildly_berserk_
fraud,scam_blackmail_hoax_deceit_misrepresentation_
fraudulent,deceitful_crooked_dishonest_phony_forged_
fraught,filled_replete_charged_abounding_heavy_
frazzle,rag_collapse_remnant_shred_prostration_
frazzled,fray_exhaust_poop_tire_tear_
freak,mutant_monster_aberration_geek_weirdo_
freaking,rave_unhinge_flip out_go insane_wig out_
freakish,unconventional_freaky_grotesque_aberrant_strange_
freakishly,freshly_roguishly_fragile_
freaks,mutant_monster_aberration_geek_weirdo_
freeze,refrigerate_chill_stiffen_pierce_benumb_
freezes,refrigerate_chill_stiffen_pierce_benumb_
freezing,polar_chilly_icy_frigid_biting_
frenetic,furious_frantic_frenzied_delirious_demented_
frenetically,franticly_frenetic_
frenzied,feverish_delirious_frantic_rabid_agitated_
frenzy,turmoil_fever_madness_burst_fury_
fret,chafe_brood_fuss_agonize_fume_
fretful,captious_carping_complaining_contrary_crabby_
frets,chafe_brood_fuss_agonize_fume_
friction,agitation_erosion_resistance_irritation_rasping_
frictions,agitation_erosion_resistance_irritation_rasping_
fried,sauteed_browned_frizzled_pan-fried_stir-fried_
friggin,fringing_frigid_origin_foraging_frighting_
frigging,fringing_foraging_frighting_grogging_dragging_
fright,consternation_dismay_horror_panic_trepidation_
frighten,dismay_discourage_dishearten_terrorize_perturb_
frightening,formidable_redoubtable_disheartening_daunting_rebarbative_
frighteningly,severely_furiously_brutally_viciously_passionately_
frightful,dreadful_lewd_calamitous_terrible_terrific_
frightfully,decidedly_badly_intensely_mightily_desperately_
frigid,ice-cold_frozen_freezing_chilly_icy_
frost,rime_drop_ice_freeze_blight_
frown,glower_pout_glare_grimace_gloom_
froze,refrigerate_chill_stiffen_pierce_benumb_
frozen,ice-cold_icy_frigid_numb_arctic_
fruitless,unproductive_abortive_ineffectual_ineffective_useless_
fruitlessly,unsuccessfully_futilely_ineffectually_uselessly_
frustrate,hinder_depress_discourage_dishearten_confront_
frustrated,discontented_crabbed_embittered_defeated_cramped_
frustrates,hinder_depress_discourage_dishearten_confront_
frustrating,hinder_depress_discourage_dishearten_confront_

frustration,annoyance_grievance_resentment_failure_irritation_
frustrations,annoyance_grievance_resentment_failure_irritation_
fuck,screw_lay_shag_hump_bonk_
fucking,screw_lay_shag_hump_bonk_
fudge,overstate_falsify_evade_exaggerate_dodge_
fugitive,wanted_elusive_short_temporary_flying_
full-blown,adult_aged_developed_lush_mature_
fulminate,fume_vituperate_protest_castigate_vilify_
fumble,screw up_flub_stumble_mishandle_botch_
fume,rave_chafe_seethe_bristle_smoke_
fumes,exhaust_vapor_effluvium_miasma_haze_
fundamentalism,fundamentals_fundamental_
funky,hip_earthy_fashionable_modish_unconventional_
funnily,finely_funny_finally_fennel_finial_
funny,whimsical_droll_ludicrous_playful_ridiculous_
furious,enraged_frenzied_raging_vehement_livid_
furiously,strongly_madly_violently_quickly_frantically_
furor,flap_agitation_fury_tumult_fuss_
fury,madness_rage_frenzy_energy_violence_
fuss,stink_flap_confusion_ruckus_commotion_
fussy,scrupulous_choosy_discriminating_squeamish_conscientious_
fustigate,bash_clobber_pummel_whack_bludgeon_
fusty,damp_fetid_malodorous_musty_rank_
futile,fruitless_worthless_impractical_ineffective_vain_
futilely,unsuccessfully_fruitlessly_ineffectually_uselessly_
futility,emptiness_ineffectiveness_fruitlessness_unprofitableness_idleness_
fuzzy,hairy_furry_downy_frizzy_woolly_
gabble,gibber_cackle_patter_babble_jabber_
gaff,gear_means_appliance_mechanism_machine_
gaffe,indiscretion_impropriety_blooper_blunder_solecism_
gainsay,contravene_traverse_impugn_combat_disclaim_
gainsayer,naysayer_canister_gains_go insane_gains on_
gall,chutzpah_self-importance_malice_rancor_animosity_
galling,humiliating_provoking_rankling_annoying_bitter_
gallingly,glaringly_gallings_gallantly_tellingly_willingly_
galls,chutzpah_self-importance_malice_rancor_animosity_
gangster,soldier_crook_racketeer_hooligan_bandit_
gape,stare_glare_gloat_rubberneck_eye_
garbage,junk_trash_filth_swill_scrap_
garish,gaudy_ostentatious_vulgar_showy_ornate_
gasp,whoop_exclamation_blow_pant_ejaculation_
gauche,awkward_clumsy_crude_graceless_green_
gaudy,garish_splashy_ostentatious_brilliant_jazzy_
gawk,glare_gape_ogle_rubberneck_look_
gawky,awkward_gauche_loutish_lumbering_lumpish_
geezer,fuddy-duddy_square_conservative_old fogy_old geezer_
genocide,massacre_carnage_slaughter_mass murder_holocaust_
get-rich,gat rich_got rich_gets rich_
ghastly,sickening_horrid_ghostly_macabre_frightening_
ghetto,public squalor_rundown section of a city_
ghosting,form_devise_set up_conceive_invent_
gibber,blather_prate_mumble_cackle_patter_
gibberish,babble_drivel_blather_jabber_claptrap_
gibe,sarcasm_swipe_jab_dump_mockery_
giddy,bemused_dizzy_gaga_skittish_woozy_
gimmick,maneuver_stratagem_gadget_ploy_ruse_
gimmicked,gimmick_gimmicky_gimmed_
gimmicking,gimmick_gimming_gimmicky_gumming_mocking_
gimmicks,maneuver_stratagem_gadget_ploy_ruse_
gimmicky,contemporary_fashionable_fresh_in vogue_modern_
glare,flame_glow_flare_dazzle_blaze_
glaringly,incredibly_largely_tremendously_markedly_mightily_
glib,loquacious_facile_eloquent_artful_articulate_
glibly,ably_handily_neatly_smoothly_nimbly_
glitch,malfunction_flaw_defect_snafu_snag_
glitches,malfunction_flaw_defect_snafu_snag_
gloatingly,gloating_gloatings_glowingly_gratingly_gleamingly_
gloom,doldrums_malaise_foreboding_sorrow_pessimism_
gloomy,funereal_dim_murky_overcast_somber_
glower,scowl_stare_gloom_lower_glare_
glum,melancholy_morose_depressed_sad_gloomy_
glut,oversupply_saturation_surplus_plenitude_superfluity_
gnawing,peaked_barbed_pointed_piercing_keen_
goad,desire_urge_incitement_compulsion_impetus_
goading,prod_tease_coerce_harass_hound_
god-awful,distressing_unsatisfactory_wretched_pitiful_grievous_
goof,screw up_flub_err_botch_miscalculate_
goofy,crazy_wacky_kooky_nutty_flaky_
goon,thug_hooligan_lummox_jerk_dope_
gossip,scandal_hearsay_chitchat_tale_conversation_
graceless,awkward_barbarian_barbaric_barbarous_boorish_
gracelessly,clumsily_carelessly_stiffly_bunglingly_fumblingly_
graft,shoot_splice_union_sprout_scion_
grainy,gritty_homespun_crude_granular_harsh_
grapple,contend_confront_cope_catch_encounter_
grate,rub_mince_pulverize_pound_rasp_
grating,dry_offensive_grinding_displeasing_jarring_
gravely,severely_painfully_deeply_hard_seriously_
greasy,creamy_fatty_slick_slimy_unctuous_
greed,longing_hunger_avarice_excess_selfishness_
greedy,rapacious_selfish_hungry_impatient_eager_
grief,heartache_gloom_melancholy_pain_regret_
grievance,hardship_objection_sorrow_resentment_grief_
grievances,hardship_objection_sorrow_resentment_grief_
grieve,regret_lament_cry_ache_weep_
grieving,regret_lament_cry_ache_weep_
grievous,dreadful_outrageous_monstrous_atrocious_egregious_
grievously,severely_sorely_badly_very_intensely_
grim,gloomy_harsh_horrid_sour_somber_
grimace,sneer_smirk_frown_scowl_moue_
grind,chore_drudgery_task_travail_rote_
gripe,objection_grievance_ache_moan_illness_
gripes,objection_grievance_ache_moan_illness_
grisly,sickening_terrifying_dreadful_horrid_eerie_
gritty,dusty_rough_grainy_abrasive_crumbly_
gross,heavy_hulking_great_overweight_stout_
grossly,grisly_crassly_gross_gristly_grassy_
grotesque,whimsical_fantastic_monstrous_ridiculous_eerie_
grouch,malcontent_sorehead_bear_grump_crank_
grouchy,crusty_cantankerous_testy_petulant_surly_
groundless,baseless_unwarranted_illogical_gratuitous_illusory_
grouse,grievance_bellyache_grumble_gripe_squealer_
growl,moan_grunt_howl_rumble_bellow_
grudge,grievance_enmity_bitterness_resentment_malice_
grudges,grievance_enmity_bitterness_resentment_malice_
grudging,envy_pinch_covet_mind_deny_
grudgingly,warily_hesitantly_cautiously_unwillingly_carefully_
gruesome,terrifying_horrid_horrific_macabre_morbid_
gruesomely,insanely_unwholesomely_weirdly_
gruff,dour_crusty_offhand_brusque_surly_
grumble,moan_squawk_fuss_groan_carp_
grumpier,sullen_grouchy_cantankerous_testy_crotchety_
grumpiest,sullen_grouchy_cantankerous_testy_crotchety_
grumpily,grumbly_crumple_grumping_grimly_grump_
grumpish,grumping_grump_grampus_grumped_grumpy_
grumpy,sullen_grouchy_cantankerous_testy_crotchety_
guile,trickery_chicanery_deception_duplicity_sellout_
guilt,culpability_disgrace_regret_indiscretion_liability_
guiltily,faultily_guilt_gladly_quietly_glibly_
guilty,responsible_wrong_liable_culpable_sorry_
gullible,unsuspecting_foolish_unsophisticated_believing_biting_
gutless,abject_chicken_coward_cowardly_craven_
gutter,eaves_duct_tube_dike_pipe_
hack,drudge_slave_lackey_servant_pro_
hacks,drudge_slave_lackey_servant_pro_
haggard,spare_skinny_lean_pale_wan_
haggle,squabble_barter_dicker_bargain_wrangle_
hairloss,airless_hair losses_harmless_hales_hills_
halfhearted,perfunctory_tepid_listless_lukewarm_lackluster_
halfheartedly,half hearted_half-hearted_
hallucinate,freak out_fantasize_daydream_visualize_trip_
hallucination,phantom_illusion_phantasmagoria_aberration_apparition_
hamper,bassinet_carton_crate_creel_pannier_
hampered,hinder_obstruct_inhibit_thwart_stymie_
handicapped,disabled_disadvantaged_crippled_wounded_limited_
hang,hover_flap_pin_drift_float_
hangs,hover_flap_pin_drift_float_
haphazard,aimless_offhand_random_disorganized_casual_
hapless,unlucky_woeful_cursed_ill-fated_loser_
harangue,tirade_jeremiad_spiel_discourse_oration_
harass,burn_raid_tease_intimidate_pester_
harassed,burn_raid_tease_intimidate_pester_
harasses,burn_raid_tease_intimidate_pester_
harassment,persecution_provocation_annoyance_disturbance_bother_
harboring,shelter_suppress_conceal_accommodate_nurture_
harbors,wharf_inlet_dock_pier_port_
hard,solid_strong_tough_concentrated_callous_
hard-hit,had it_hard put_had fit_had shot_made hit_
hard-line,militant_staunch_uncompromising_hard-core_unyielding_
hard-liner,hard lines_head line_head-line_headliner_hardlier_
hardball,had a ball_
harden,consolidate_nerve_set_buttress_thicken_
hardened,seasoned_callous_prepared_unbending_benumbed_
hardheaded,sensible_pragmatic_shrewd_headstrong_practical_
hardhearted,heartless_callous_cold-blooded_hard_hard-boiled_
hardliner,headliner_hard line_hard-line_hardlier_head liner_
hardliners,hard lines_head liners_head-liners_headlines_hardline_
hardship,grief_misfortune_peril_disaster_danger_
hardships,grief_misfortune_peril_disaster_danger_
harm,loss_mischief_sabotage_violence_damage_
harmed,injured_wounded_hurt_
harmful,inimical_unhealthy_noxious_catastrophic_unsafe_
harms,loss_mischief_sabotage_violence_damage_
harpy,shrew_vixen_virago_nag_hag_
harridan,shrew_vixen_woman_virago_strumpet_
harried,troubled_distressed_agitated_bothered_beset_
harrow,devastate_spoil_maraud_demolish_fleece_
harsh,hard_grim_severe_rigid_sharp_
harshly,powerfully_brutally_firmly_gratingly_grimly_
hasseling,has fling_hosteling_vesseling_haling_ass sling_
hassle,squabble_tumult_inconvenience_commotion_wrangle_
hassled,annoy_pester_bedevil_squabble_bicker_
hassles,squabble_tumult_inconvenience_commotion_wrangle_
